Week,Unique Week,Season,Date,Home Ranking,Home Team,Home Score,Away Ranking,Away Team,Away Score,OT,Location
,,1974,11/23/1974,,Lamar,8,,Texas-Arlington,0,,
,,1974,11/23/1974,,Louisiana State,24,,Tulane,22,,
,,1974,11/23/1974,,Brigham Young,48,,Utah,20,,
,,1974,11/23/1974,,Louisville,0,,Vanderbilt,44,,
,,1974,11/23/1974,,Temple,17,,Villanova,7,,"@ Philadelphia, PA"
,,1974,11/23/1974,,Washington State,17,,Washington,24,,"@ Spokane, WA"
,,1974,11/23/1974,,Utah State,20,,Weber State,7,,
,,1974,11/23/1974,,Virginia Tech,21,,West Virginia,22,,
,,1974,11/23/1974,,Memphis,34,,Wichita State,10,,
,,1974,11/23/1974,,Richmond,12,,William & Mary,54,,
,,1974,11/23/1974,,Arizona,21,,Wyoming,14,,
,,1974,11/23/1974,,Harvard,21,,Yale,16,,
,,1974,11/29/1974,,Auburn,13,,Alabama,17,,"@ Birmingham, AL"
,,1974,11/29/1974,,Texas,32,,Texas A&M,3,,
,,1974,11/30/1974,,Arizona,10,,Arizona State,0,,
,,1974,11/30/1974,,Louisiana-Lafayette,6,,Arkansas State,28,,
,,1974,11/30/1974,,Navy,19,,Army,0,,"@ Philadelphia, PA"
,,1974,11/30/1974,,Georgia,14,,Georgia Tech,34,,
,,1974,11/30/1974,,Boston College,38,,Holy Cross,6,,
,,1974,11/30/1974,,Tulsa,30,,Houston,14,,
,,1974,11/30/1974,,Cincinnati,20,,Louisiana-Monroe,7,,
,,1974,11/30/1974,,Florida,31,,Miami (Florida),7,,
,,1974,11/30/1974,,Tulane,10,,Mississippi,26,,
,,1974,11/30/1974,,Southern California,55,,Notre Dame,24,,
,,1974,11/30/1974,,Oklahoma,44,,Oklahoma State,13,,
,,1974,11/30/1974,,Baylor,24,,Rice,3,,
,,1974,11/30/1974,,Hawaii,28,,Rutgers,16,,
,,1974,11/30/1974,,Vanderbilt,21,,Tennessee,21,,
,,1974,11/30/1974,,Louisiana State,35,,Utah,10,,
,,1974,11/30/1974,,San Diego State,34,,Utah State,6,,
,,1974,11/30/1974,,Louisville,10,,West Texas A&M,8,,
,,1974,12/7/1974,,Hawaii,3,,Arizona State,26,,
,,1974,12/16/1974,,Tennessee,7,,Maryland,3,,"@ Memphis, TN"
,,1974,12/21/1974,,Miami (Ohio),21,,Georgia,10,,"@ Orlando, FL"
,,1974,12/23/1974,,Houston,31,,North Carolina State,31,,"@ Houston, TX"
,,1974,12/28/1974,,Oklahoma State,16,,Brigham Young,6,,"@ Tempe, AZ"
,,1974,12/28/1974,,North Carolina,24,,Mississippi State,26,,"@ El Paso, TX"
,,1974,12/28/1974,,Vanderbilt,6,,Texas Tech,6,,"@ Atlanta, GA"
,,1974,12/30/1974,,Texas,3,,Auburn,27,,"@ Jacksonville, FL"
,,1974,12/31/1974,,Nebraska,13,,Florida,10,,"@ New Orleans, LA"
,,1974,1/1/1975,,Notre Dame,13,,Alabama,11,,"@ Miami, FL"
,,1974,1/1/1975,,Penn State,41,,Baylor,20,,"@ Dallas, TX"
,,1974,1/1/1975,,Southern California,18,,Ohio State,17,,"@ Pasadena, CA"
,,1975,9/4/1975,,North Texas,27,,Texas-Arlington,14,,"@ Irving, TX"
,,1975,9/6/1975,,New Mexico State,14,,Drake,10,,
,,1975,9/6/1975,,North Carolina State,26,,East Carolina,3,,
,,1975,9/6/1975,,Ball State,24,,Eastern Michigan,14,,
,,1975,9/6/1975,,Fullerton State,7,,Fresno State,49,,
,,1975,9/6/1975,,Houston,20,,Lamar,3,,
,,1975,9/6/1975,,Louisiana-Lafayette,22,,Long Beach State,17,,
,,1975,9/6/1975,,Akron,20,,Marshall,8,,
,,1975,9/6/1975,,Baylor,20,,Mississippi,10,,
,,1975,9/6/1975,,Memphis,7,,Mississippi State,17,,
,,1975,9/6/1975,,Arkansas State,42,,Northwestern State,0,,
,,1975,9/6/1975,,Louisiana-Monroe,3,,Pacific,3,,
,,1975,9/6/1975,,Temple,25,,Penn State,26,,"@ Philadelphia, PA"
,,1975,9/6/1975,,Georgia,9,,Pittsburgh,19,,
,,1975,9/6/1975,,Wake Forest,7,,Southern Methodist,14,,
,,1975,9/6/1975,,San Diego State,31,,Texas-El Paso,10,,
,,1975,9/6/1975,,Maryland,41,,Villanova,0,,
,,1975,9/6/1975,,Wichita State,13,,West Texas A&M,7,,
,,1975,9/6/1975,,Toledo,32,,Western Carolina,31,,
,,1975,9/6/1975,,Dayton,7,,Western Kentucky,27,,
,,1975,9/6/1975,,Central Michigan,34,,Western Michigan,0,,
,,1975,9/6/1975,,North Carolina,33,,William & Mary,7,,
,,1975,9/8/1975,,Alabama,7,,Missouri,20,,"@ Birmingham, AL"
,,1975,9/12/1975,,Southern California,35,,Duke,7,,
,,1975,9/13/1975,,Arkansas,35,,Air Force,0,,"@ Little Rock, AR"
,,1975,9/13/1975,,Western Michigan,21,,Akron,27,,
,,1975,9/13/1975,,Brigham Young,21,,Bowling Green State,23,,
,,1975,9/13/1975,,Colorado,34,,California,27,,
,,1975,9/13/1975,,Pacific,31,,California-Davis,13,,
,,1975,9/13/1975,,Texas,46,,Colorado State,0,,
,,1975,9/13/1975,,Eastern Kentucky,30,,Dayton,24,,
,,1975,9/13/1975,,Virginia Military Institute,9,,Delaware,10,,
,,1975,9/13/1975,,Appalachian State,41,,East Carolina,25,,
,,1975,9/13/1975,,Texas Tech,31,,Florida State,20,,
,,1975,9/13/1975,,New Mexico,29,,Fresno State,0,,
,,1975,9/13/1975,,South Carolina,23,,Georgia Tech,17,,
,,1975,9/13/1975,,Army,44,,Holy Cross,7,,
,,1975,9/13/1975,,Arkansas State,23,,Idaho,6,,
,,1975,9/13/1975,,Wyoming,3,,Idaho State,16,,
,,1975,9/13/1975,,Iowa,12,,Illinois,27,,
,,1975,9/13/1975,,Eastern Michigan,30,,Indiana State,7,,
,,1975,9/13/1975,,UCLA,37,,Iowa State,21,,
,,1975,9/13/1975,,Tulsa,16,,Kansas State,17,,
,,1975,9/13/1975,,Louisiana-Monroe,29,,Kent,31,,
,,1975,9/13/1975,,Northern Illinois,7,,Long Beach State,24,,
,,1975,9/13/1975,,Nebraska,10,,Louisiana State,7,,
,,1975,9/13/1975,,McNeese State,14,,Louisiana Tech,21,,
,,1975,9/13/1975,,Miami (Ohio),50,,Marshall,0,,
,,1975,9/13/1975,,Tennessee,26,,Maryland,8,,
,,1975,9/13/1975,,Auburn,20,,Memphis,31,,
,,1975,9/13/1975,,Wisconsin,6,,Michigan,23,,
,,1975,9/13/1975,,Indiana,20,,Minnesota,14,,
,,1975,9/13/1975,,Texas A&M,7,,Mississippi,0,,
,,1975,9/13/1975,,Virginia,14,,Navy,42,,
,,1975,9/13/1975,,Texas-El Paso,24,,New Mexico State,31,,
,,1975,9/13/1975,,Drake,3,,North Texas,7,,
,,1975,9/13/1975,,Central Michigan,6,,Ohio,6,,
,,1975,9/13/1975,,Michigan State,0,,Ohio State,21,,
,,1975,9/13/1975,,Oklahoma,62,,Oregon,7,,
,,1975,9/13/1975,,Citadel,21,,Presbyterian,0,,
,,1975,9/13/1975,,Northwestern,31,,Purdue,25,,
,,1975,9/13/1975,,Houston,7,,Rice,24,,
,,1975,9/13/1975,,Cincinnati,19,,Richmond,6,,
,,1975,9/13/1975,,Oregon State,0,,San Diego State,25,,"@ Portland, OR"
,,1975,9/13/1975,,San Jose State,13,,Santa Clara,0,,
,,1975,9/13/1975,,Louisiana-Lafayette,27,,Southern Illinois,10,,
,,1975,9/13/1975,,Florida,40,,Southern Methodist,14,,
,,1975,9/13/1975,,Weber State,10,,Southern Mississippi,14,,
,,1975,9/13/1975,,Penn State,34,,Stanford,14,,
,,1975,9/13/1975,,West Virginia,50,,Temple,7,,
,,1975,9/13/1975,,Furman,5,,Tennessee Tech,17,,
,,1975,9/13/1975,,Vanderbilt,17,,Tennessee-Chattanooga,7,,
,,1975,9/13/1975,,Hawaii,9,,Texas A&M-Kingsville,43,,
,,1975,9/13/1975,,Texas Christian,7,,Texas-Arlington,24,,
,,1975,9/13/1975,,Ball State,38,,Toledo,28,,
,,1975,9/13/1975,,Clemson,13,,Tulane,17,,
,,1975,9/13/1975,,Utah,7,,Utah State,13,,
,,1975,9/13/1975,,Syracuse,24,,Villanova,17,,
,,1975,9/13/1975,,Kentucky,27,,Virginia Tech,8,,
,,1975,9/13/1975,,North Carolina State,22,,Wake Forest,30,,
,,1975,9/13/1975,,Arizona State,35,,Washington,12,,
,,1975,9/13/1975,,Kansas,14,,Washington State,18,,
,,1975,9/13/1975,,Lamar,8,,West Texas A&M,10,,
,,1975,9/13/1975,,Illinois State,7,,Western Illinois,17,,
,,1975,9/13/1975,,Louisville,17,,Western Kentucky,21,,
,,1975,9/13/1975,,Oklahoma State,34,,Wichita State,0,,
,,1975,9/15/1975,,Boston College,3,,Notre Dame,17,,"@ Foxboro, MA"
,,1975,9/19/1975,,Southern California,24,,Oregon State,7,,
,,1975,9/20/1975,,Iowa State,17,,Air Force,12,,
,,1975,9/20/1975,,Dayton,31,,Akron,9,,
,,1975,9/20/1975,,Wake Forest,17,,Appalachian State,19,,
,,1975,9/20/1975,,Texas Christian,10,,Arizona State,33,,
,,1975,9/20/1975,,Oklahoma State,20,,Arkansas,13,,
,,1975,9/20/1975,,McNeese State,7,,Arkansas State,24,,
,,1975,9/20/1975,,Baylor,10,,Auburn,10,,
,,1975,9/20/1975,,Ohio,10,,Ball State,0,,
,,1975,9/20/1975,,Temple,9,,Boston College,27,,
,,1975,9/20/1975,,Colorado State,21,,Brigham Young,17,,
,,1975,9/20/1975,,Rutgers,47,,Bucknell,3,,
,,1975,9/20/1975,,Colgate,16,,Citadel,0,,
,,1975,9/20/1975,,Alabama,56,,Clemson,0,,
,,1975,9/20/1975,,Navy,55,,Connecticut,7,,
,,1975,9/20/1975,,Texas-El Paso,6,,East Tennessee State,3,,
,,1975,9/20/1975,,Tennessee-Chattanooga,10,,Eastern Kentucky,10,,
,,1975,9/20/1975,,Louisiana-Monroe,24,,Eastern Michigan,27,,
,,1975,9/20/1975,,North Carolina State,8,,Florida,7,,
,,1975,9/20/1975,,Long Beach State,32,,Fullerton State,6,,
,,1975,9/20/1975,,Richmond,27,,Furman,21,,
,,1975,9/20/1975,,Hawaii,6,,Grambling State,20,,
,,1975,9/20/1975,,Western Kentucky,24,,Illinois State,14,,
,,1975,9/20/1975,,Nebraska,45,,Indiana,0,,
,,1975,9/20/1975,,Southern Illinois,21,,Indiana State,23,,
,,1975,9/20/1975,,Syracuse,10,,Iowa,7,,
,,1975,9/20/1975,,Kentucky,10,,Kansas,14,,
,,1975,9/20/1975,,Army,54,,Lehigh,32,,
,,1975,9/20/1975,,Drake,31,,Louisville,7,,
,,1975,9/20/1975,,North Carolina,7,,Maryland,34,,
,,1975,9/20/1975,,Cincinnati,13,,Memphis,3,,
,,1975,9/20/1975,,Georgia Tech,38,,Miami (Florida),23,,
,,1975,9/20/1975,,Michigan State,14,,Miami (Ohio),13,,
,,1975,9/20/1975,,Tulane,14,,Mississippi,3,,
,,1975,9/20/1975,,Georgia,28,,Mississippi State,6,,
,,1975,9/20/1975,,Illinois,20,,Missouri,30,,
,,1975,9/20/1975,,Marshall,16,,Morehead State,19,,
,,1975,9/20/1975,,Texas Tech,24,,New Mexico,17,,
,,1975,9/20/1975,,Lamar,14,,New Mexico State,17,,
,,1975,9/20/1975,,San Diego State,30,,North Texas,12,,
,,1975,9/20/1975,,Northwestern,10,,Northern Illinois,3,,
,,1975,9/20/1975,,Central Michigan,16,,Northern Michigan,17,,
,,1975,9/20/1975,,Fresno State,7,,Northridge State,13,,
,,1975,9/20/1975,,Purdue,0,,Notre Dame,17,,
,,1975,9/20/1975,,Arizona,16,,Pacific,0,,
,,1975,9/20/1975,,Ohio State,17,,Penn State,9,,
,,1975,9/20/1975,,Oklahoma,46,,Pittsburgh,10,,
,,1975,9/20/1975,,Oregon,0,,San Jose State,5,,
,,1975,9/20/1975,,Duke,16,,South Carolina,24,,
,,1975,9/20/1975,,Wisconsin,48,,South Dakota,7,,
,,1975,9/20/1975,,Bowling Green State,16,,Southern Mississippi,14,,
,,1975,9/20/1975,,Michigan,19,,Stanford,19,,
,,1975,9/20/1975,,UCLA,34,,Tennessee,28,,
,,1975,9/20/1975,,Washington,10,,Texas,28,,
,,1975,9/20/1975,,Louisiana State,8,,Texas A&M,39,,
,,1975,9/20/1975,,Louisiana Tech,37,,Texas-Arlington,8,,
,,1975,9/20/1975,,Villanova,14,,Toledo,10,,
,,1975,9/20/1975,,West Texas A&M,14,,Tulsa,23,,
,,1975,9/20/1975,,Florida State,17,,Utah State,8,,
,,1975,9/20/1975,,Rice,6,,Vanderbilt,9,,
,,1975,9/20/1975,,Virginia,22,,Virginia Military Institute,21,,
,,1975,9/20/1975,,Kent,17,,Virginia Tech,11,,
,,1975,9/20/1975,,Utah,14,,Washington State,30,,
,,1975,9/20/1975,,California,10,,West Virginia,28,,
,,1975,9/20/1975,,Minnesota,38,,Western Michigan,0,,
,,1975,9/20/1975,,Kansas State,32,,Wichita State,0,,
,,1975,9/20/1975,,East Carolina,20,,William & Mary,0,,
,,1975,9/20/1975,,Colorado,27,,Wyoming,10,,
,,1975,9/26/1975,,Miami (Florida),17,,Oklahoma,20,,
,,1975,9/26/1975,,Long Beach State,28,,Pacific,12,,
,,1975,9/27/1975,,Vanderbilt,7,,Alabama,40,,
,,1975,9/27/1975,,Furman,30,,Appalachian State,23,,
,,1975,9/27/1975,,Wyoming,0,,Arizona,14,,
,,1975,9/27/1975,,Memphis,10,,Arkansas State,29,,
,,1975,9/27/1975,,Tennessee,21,,Auburn,17,,
,,1975,9/27/1975,,Miami (Ohio),35,,Ball State,28,,
,,1975,9/27/1975,,Michigan,14,,Baylor,14,,
,,1975,9/27/1975,,West Virginia,35,,Boston College,18,,
,,1975,9/27/1975,,Dayton,14,,Bowling Green State,21,,
,,1975,9/27/1975,,Arizona State,20,,Brigham Young,0,,
,,1975,9/27/1975,,Washington State,21,,California,33,,
,,1975,9/27/1975,,Toledo,27,,Central Michigan,34,,
,,1975,9/27/1975,,Akron,34,,Central State,8,,
,,1975,9/27/1975,,Louisville,27,,Cincinnati,46,,
,,1975,9/27/1975,,Georgia Tech,33,,Clemson,28,,
,,1975,9/27/1975,,Cornell,22,,Colgate,24,,
,,1975,9/27/1975,,New Mexico,16,,Colorado State,27,,
,,1975,9/27/1975,,Lafayette,10,,Columbia,7,,
,,1975,9/27/1975,,Yale,35,,Connecticut,14,,
,,1975,9/27/1975,,Massachusetts,7,,Dartmouth,3,,
,,1975,9/27/1975,,Virginia Military Institute,55,,Davidson,0,,
,,1975,9/27/1975,,Louisiana-Monroe,38,,Drake,25,,
,,1975,9/27/1975,,Southern Illinois,7,,East Carolina,41,,
,,1975,9/27/1975,,Mississippi State,10,,Florida,27,,"@ Jackson, MS"
,,1975,9/27/1975,,Montana State,17,,Fresno State,34,,
,,1975,9/27/1975,,Cal Poly-San Luis Obispo,23,,Fullerton State,10,,
,,1975,9/27/1975,,South Carolina,20,,Georgia,28,,
,,1975,9/27/1975,,Harvard,18,,Holy Cross,7,,
,,1975,9/27/1975,,Texas A&M,43,,Illinois,13,,
,,1975,9/27/1975,,Marshall,36,,Illinois State,3,,
,,1975,9/27/1975,,Florida State,6,,Iowa State,10,,
,,1975,9/27/1975,,Wake Forest,16,,Kansas State,17,,
,,1975,9/27/1975,,Ohio,23,,Kent,21,,
,,1975,9/27/1975,,Rice,13,,Louisiana State,16,,"@ Shreveport, LA"
,,1975,9/27/1975,,Lamar,10,,Louisiana Tech,24,,
,,1975,9/27/1975,,Kentucky,10,,Maryland,10,,
,,1975,9/27/1975,,Eastern Michigan,20,,McNeese State,6,,
,,1975,9/27/1975,,Washington,14,,Navy,13,,
,,1975,9/27/1975,,Louisiana-Lafayette,31,,New Mexico State,7,,
,,1975,9/27/1975,,Ohio State,32,,North Carolina,7,,
,,1975,9/27/1975,,Michigan State,37,,North Carolina State,15,,
,,1975,9/27/1975,,Oklahoma State,61,,North Texas,7,,
,,1975,9/27/1975,,Western Michigan,0,,Northern Illinois,20,,
,,1975,9/27/1975,,Notre Dame,31,,Northwestern,7,,
,,1975,9/27/1975,,Minnesota,10,,Oregon,7,,
,,1975,9/27/1975,,Kansas,20,,Oregon State,0,,
,,1975,9/27/1975,,Iowa,10,,Penn State,30,,
,,1975,9/27/1975,,Lehigh,34,,Pennsylvania,23,,
,,1975,9/27/1975,,Southern California,19,,Purdue,6,,
,,1975,9/27/1975,,Brown,41,,Rhode Island,20,,
,,1975,9/27/1975,,Virginia Tech,21,,Richmond,9,,
,,1975,9/27/1975,,Princeton,10,,Rutgers,7,,
,,1975,9/27/1975,,Utah State,10,,San Diego State,19,,
,,1975,9/27/1975,,Stanford,34,,San Jose State,36,,
,,1975,9/27/1975,,Houston,16,,Southern Methodist,27,,
,,1975,9/27/1975,,Mississippi,24,,Southern Mississippi,8,,
,,1975,9/27/1975,,Tulane,13,,Syracuse,31,,
,,1975,9/27/1975,,Jacksonville State,24,,Tennessee-Chattanooga,6,,
,,1975,9/27/1975,,Nebraska,56,,Texas Christian,14,,
,,1975,9/27/1975,,Texas,42,,Texas Tech,18,,
,,1975,9/27/1975,,Arkansas,31,,Tulsa,15,,
,,1975,9/27/1975,,Air Force,20,,UCLA,20,,
,,1975,9/27/1975,,Indiana,31,,Utah,7,,
,,1975,9/27/1975,,Army,0,,Villanova,10,,
,,1975,9/27/1975,,Duke,26,,Virginia,11,,
,,1975,9/27/1975,,Colorado,52,,Wichita State,0,,
,,1975,9/27/1975,,Pittsburgh,47,,William & Mary,0,,
,,1975,9/27/1975,,Missouri,27,,Wisconsin,21,,
,,1975,9/27/1975,,Citadel,16,,Wofford,7,,
,,1975,10/3/1975,,Brigham Young,16,,New Mexico,15,,
,,1975,10/4/1975,,Navy,17,,Air Force,0,,"@ Washington, DC"
,,1975,10/4/1975,,Delaware,21,,Akron,0,,
,,1975,10/4/1975,,Stanford,67,,Army,14,,
,,1975,10/4/1975,,South Carolina,24,,Baylor,13,,
,,1975,10/4/1975,,Harvard,9,,Boston University,13,,
,,1975,10/4/1975,,Pennsylvania,8,,Brown,17,,
,,1975,10/4/1975,,Illinois State,7,,Central Michigan,42,,
,,1975,10/4/1975,,Temple,21,,Cincinnati,17,,
,,1975,10/4/1975,,Georgia,35,,Clemson,7,,
,,1975,10/4/1975,,Yale,24,,Colgate,10,,
,,1975,10/4/1975,,Oklahoma,21,,Colorado,20,,
,,1975,10/4/1975,,Wyoming,0,,Colorado State,3,,
,,1975,10/4/1975,,Bucknell,6,,Cornell,21,,
,,1975,10/4/1975,,Toledo,13,,Dayton,24,,
,,1975,10/4/1975,,Pittsburgh,14,,Duke,0,,
,,1975,10/4/1975,,Louisiana State,6,,Florida,34,,
,,1975,10/4/1975,,Georgia Tech,30,,Florida State,0,,
,,1975,10/4/1975,,Cal Poly-Pomona,24,,Fresno State,7,,
,,1975,10/4/1975,,San Diego State,59,,Fullerton State,14,,
,,1975,10/4/1975,,Oregon State,12,,Grambling State,19,,"@ Portland, OR"
,,1975,10/4/1975,,Rutgers,7,,Hawaii,3,,
,,1975,10/4/1975,,Dartmouth,28,,Holy Cross,7,,
,,1975,10/4/1975,,Arizona State,29,,Idaho,3,,
,,1975,10/4/1975,,North Carolina State,27,,Indiana,0,,
,,1975,10/4/1975,,Ball State,20,,Indiana State,16,,
,,1975,10/4/1975,,Utah,3,,Iowa State,31,,
,,1975,10/4/1975,,Wisconsin,7,,Kansas,41,,
,,1975,10/4/1975,,Northern Illinois,38,,Kent,15,,
,,1975,10/4/1975,,Penn State,10,,Kentucky,3,,
,,1975,10/4/1975,,Southern Illinois,24,,Long Beach State,31,,
,,1975,10/4/1975,,Arkansas State,39,,Louisiana-Lafayette,17,,
,,1975,10/4/1975,,Northwestern State,20,,Louisiana-Monroe,34,,
,,1975,10/4/1975,,Wichita State,13,,Louisville,10,,
,,1975,10/4/1975,,Marshall,3,,McNeese State,33,,
,,1975,10/4/1975,,Nebraska,31,,Miami (Florida),16,,
,,1975,10/4/1975,,Purdue,3,,Miami (Ohio),14,,
,,1975,10/4/1975,,Notre Dame,3,,Michigan State,10,,
,,1975,10/4/1975,,Tennessee-Chattanooga,27,,Middle Tennessee State,6,,
,,1975,10/4/1975,,Alabama,32,,Mississippi,6,,"@ Birmingham, AL"
,,1975,10/4/1975,,Michigan,31,,Missouri,7,,
,,1975,10/4/1975,,Virginia,28,,North Carolina,31,,
,,1975,10/4/1975,,Memphis,21,,North Texas,19,,
,,1975,10/4/1975,,Drake,24,,Northern Iowa,27,,
,,1975,10/4/1975,,Arizona,41,,Northwestern,6,,
,,1975,10/4/1975,,Minnesota,21,,Ohio,0,,
,,1975,10/4/1975,,UCLA,20,,Ohio State,41,,
,,1975,10/4/1975,,Columbia,7,,Princeton,27,,
,,1975,10/4/1975,,East Carolina,14,,Richmond,17,,
,,1975,10/4/1975,,California,27,,San Jose State,24,,
,,1975,10/4/1975,,Iowa,16,,Southern California,27,,
,,1975,10/4/1975,,Mississippi State,7,,Southern Mississippi,3,,
,,1975,10/4/1975,,Maryland,24,,Syracuse,7,,
,,1975,10/4/1975,,Appalachian State,17,,Tennessee Tech,10,,
,,1975,10/4/1975,,Kansas State,0,,Texas A&M,10,,
,,1975,10/4/1975,,Arkansas,19,,Texas Christian,8,,"@ Little Rock, AR"
,,1975,10/4/1975,,Oklahoma State,17,,Texas Tech,16,,
,,1975,10/4/1975,,West Texas A&M,7,,Texas-Arlington,39,,
,,1975,10/4/1975,,Pacific,40,,Texas-El Paso,10,,
,,1975,10/4/1975,,New Mexico State,7,,Tulsa,35,,
,,1975,10/4/1975,,Texas,61,,Utah State,7,,
,,1975,10/4/1975,,Tulane,3,,Vanderbilt,6,,
,,1975,10/4/1975,,Boston College,41,,Villanova,12,,
,,1975,10/4/1975,,Furman,10,,Virginia Military Institute,13,,
,,1975,10/4/1975,,Auburn,16,,Virginia Tech,23,,
,,1975,10/4/1975,,Oregon,17,,Washington,27,,
,,1975,10/4/1975,,Illinois,27,,Washington State,21,,
,,1975,10/4/1975,,Southern Methodist,22,,West Virginia,28,,
,,1975,10/4/1975,,Bowling Green State,28,,Western Michigan,0,,
,,1975,10/4/1975,,Citadel,21,,William & Mary,6,,
,,1975,10/10/1975,,Miami (Florida),10,,Colorado,23,,
,,1975,10/10/1975,,Southern Methodist,28,,Texas Christian,13,,
,,1975,10/11/1975,,Brigham Young,28,,Air Force,14,,
,,1975,10/11/1975,,East Tennessee State,21,,Appalachian State,44,,
,,1975,10/11/1975,,Texas-El Paso,0,,Arizona,36,,
,,1975,10/11/1975,,New Mexico,10,,Arizona State,16,,
,,1975,10/11/1975,,Baylor,3,,Arkansas,41,,
,,1975,10/11/1975,,Kentucky,9,,Auburn,15,,
,,1975,10/11/1975,,Richmond,14,,Ball State,25,,
,,1975,10/11/1975,,Oregon,7,,California,34,,
,,1975,10/11/1975,,Tulsa,24,,Cincinnati,16,,
,,1975,10/11/1975,,Holy Cross,14,,Colgate,20,,
,,1975,10/11/1975,,Oregon State,8,,Colorado State,17,,
,,1975,10/11/1975,,Harvard,35,,Columbia,30,,
,,1975,10/11/1975,,Miami (Ohio),10,,Dayton,0,,
,,1975,10/11/1975,,Army,10,,Duke,21,,
,,1975,10/11/1975,,Citadel,0,,East Carolina,3,,
,,1975,10/11/1975,,Central Michigan,20,,Eastern Michigan,7,,
,,1975,10/11/1975,,Virginia Tech,13,,Florida State,10,,
,,1975,10/11/1975,,Pacific,31,,Fullerton State,20,,
,,1975,10/11/1975,,Presbyterian,7,,Furman,35,,
,,1975,10/11/1975,,Mississippi,28,,Georgia,13,,
,,1975,10/11/1975,,North Texas,28,,Houston,0,,"@ Irving, TX"
,,1975,10/11/1975,,Northwestern,30,,Indiana,0,,
,,1975,10/11/1975,,Ohio State,49,,Iowa,0,,
,,1975,10/11/1975,,Kansas State,7,,Iowa State,17,,
,,1975,10/11/1975,,Nebraska,16,,Kansas,0,,
,,1975,10/11/1975,,Western Michigan,17,,Kent,22,,
,,1975,10/11/1975,,Louisiana-Monroe,34,,Lamar,7,,
,,1975,10/11/1975,,Tennessee,24,,Louisiana State,10,,
,,1975,10/11/1975,,Louisiana Tech,24,,Louisiana-Lafayette,14,,
,,1975,10/11/1975,,Texas-Arlington,24,,McNeese State,28,,
,,1975,10/11/1975,,Michigan State,6,,Michigan,16,,
,,1975,10/11/1975,,Illinois,42,,Minnesota,23,,
,,1975,10/11/1975,,Rice,14,,Mississippi State,28,,
,,1975,10/11/1975,,Wichita State,24,,New Mexico State,26,,
,,1975,10/11/1975,,Maryland,37,,North Carolina State,22,,
,,1975,10/11/1975,,Indiana State,21,,Northern Illinois,10,,
,,1975,10/11/1975,,Akron,30,,Northern Michigan,13,,
,,1975,10/11/1975,,North Carolina,14,,Notre Dame,21,,
,,1975,10/11/1975,,William & Mary,8,,Ohio,22,,
,,1975,10/11/1975,,Texas,17,,Oklahoma,24,,"@ Dallas, TX"
,,1975,10/11/1975,,Missouri,41,,Oklahoma State,14,,
,,1975,10/11/1975,,Dartmouth,19,,Pennsylvania,14,,
,,1975,10/11/1975,,Temple,6,,Pittsburgh,55,,
,,1975,10/11/1975,,Cornell,8,,Princeton,16,,
,,1975,10/11/1975,,Lehigh,34,,Rutgers,20,,
,,1975,10/11/1975,,Fresno State,0,,San Diego State,29,,
,,1975,10/11/1975,,Long Beach State,7,,San Jose State,30,,
,,1975,10/11/1975,,Illinois State,17,,Southern Illinois,17,,
,,1975,10/11/1975,,Memphis,7,,Southern Mississippi,21,,
,,1975,10/11/1975,,Navy,10,,Syracuse,6,,
,,1975,10/11/1975,,Louisville,6,,Tennessee-Chattanooga,3,,
,,1975,10/11/1975,,Texas Tech,9,,Texas A&M,38,,
,,1975,10/11/1975,,Bowling Green State,34,,Toledo,17,,
,,1975,10/11/1975,,Boston College,7,,Tulane,17,,
,,1975,10/11/1975,,Stanford,21,,UCLA,31,,
,,1975,10/11/1975,,Florida,35,,Vanderbilt,0,,
,,1975,10/11/1975,,South Carolina,41,,Virginia,14,,
,,1975,10/11/1975,,Georgia Tech,38,,Virginia Military Institute,10,,
,,1975,10/11/1975,,Clemson,16,,Wake Forest,14,,
,,1975,10/11/1975,,Alabama,52,,Washington,0,,
,,1975,10/11/1975,,Southern California,28,,Washington State,10,,
,,1975,10/11/1975,,Utah State,21,,West Texas A&M,17,,
,,1975,10/11/1975,,Penn State,39,,West Virginia,0,,
,,1975,10/11/1975,,Purdue,14,,Wisconsin,17,,
,,1975,10/11/1975,,Utah,16,,Wyoming,13,,
,,1975,10/11/1975,,Brown,27,,Yale,12,,
,,1975,10/17/1975,,Miami (Florida),24,,Houston,20,,
,,1975,10/18/1975,,Temple,23,,Akron,24,,
,,1975,10/18/1975,,Colorado State,3,,Arizona State,33,,
,,1975,10/18/1975,,Cincinnati,9,,Arkansas State,14,,
,,1975,10/18/1975,,Georgia Tech,27,,Auburn,31,,
,,1975,10/18/1975,,Kent,9,,Bowling Green State,35,,"@ Cleveland, OH"
,,1975,10/18/1975,,Dartmouth,10,,Brown,10,,
,,1975,10/18/1975,,Fullerton State,32,,California-Riverside,31,,
,,1975,10/18/1975,,Ball State,16,,Central Michigan,13,,
,,1975,10/18/1975,,Davidson,0,,Citadel,44,,
,,1975,10/18/1975,,Duke,25,,Clemson,21,,
,,1975,10/18/1975,,Princeton,21,,Colgate,22,,
,,1975,10/18/1975,,Indiana State,56,,Dayton,14,,
,,1975,10/18/1975,,West Texas A&M,24,,Drake,6,,
,,1975,10/18/1975,,Florida,34,,Florida State,8,,
,,1975,10/18/1975,,Long Beach State,47,,Fresno State,17,,
